 1.0000000000 , 0.0003030000 
 2.0000000000 , 0.0054900000 
 3.0000000000 , 0.0037300000 
 4.0000000000 , 0.0032100000 
 5.0000000000 , 0.0029700000 
 6.0000000000 , 0.0025800000 
 7.0000000000 , 0.0017700000 
 8.0000000000 , 0.0008710000 
 9.0000000000 , 0.0006400000 
 10.0000000000 , 0.0005640000 
 11.0000000000 , 0.0005230000 
 12.0000000000 , 0.0004830000 
 13.0000000000 , 0.0004440000 
 14.0000000000 , 0.0004130000 
 15.0000000000 , 0.0003780000 
 16.0000000000 , 0.0003500000 
 17.0000000000 , 0.0003260000 
 18.0000000000 , 0.0003050000 
 19.0000000000 , 0.0002880000 
 20.0000000000 , 0.0002790000 
 21.0000000000 , 0.0002720000 
 22.0000000000 , 0.0002690000 
 23.0000000000 , 0.0002720000 
 24.0000000000 , 0.0002780000 
 25.0000000000 , 0.0002810000 
 26.0000000000 , 0.0002840000 
 27.0000000000 , 0.0002850000 
 28.0000000000 , 0.0002840000 
 29.0000000000 , 0.0002880000 
 30.0000000000 , 0.0002940000 
 31.0000000000 , 0.0002920000 
 32.0000000000 , 0.0002930000 
 33.0000000000 , 0.0002970000 
 34.0000000000 , 0.0002960000 
 35.0000000000 , 0.0002900000 
 36.0000000000 , 0.0002850000 
 37.0000000000 , 0.0002870000 
 38.0000000000 , 0.0002870000 
 39.0000000000 , 0.0002790000 
 40.0000000000 , 0.0002670000 
 41.0000000000 , 0.0002590000 
 42.0000000000 , 0.0002540000 
 43.0000000000 , 0.0002500000 
 44.0000000000 , 0.0002460000 
 45.0000000000 , 0.0002430000 
 46.0000000000 , 0.0002340000 
 47.0000000000 , 0.0002220000 
 48.0000000000 , 0.0002120000 
 49.0000000000 , 0.0002050000 
 50.0000000000 , 0.0001980000 
 51.0000000000 , 0.0001920000 
 52.0000000000 , 0.0001850000 
 53.0000000000 , 0.0001800000 
 54.0000000000 , 0.0001730000 
 55.0000000000 , 0.0001700000 
 56.0000000000 , 0.0001640000 
 57.0000000000 , 0.0001570000 
 58.0000000000 , 0.0001490000 
 59.0000000000 , 0.0001400000 
 60.0000000000 , 0.0001340000 
 61.0000000000 , 0.0001300000 
 62.0000000000 , 0.0001250000 
 63.0000000000 , 0.0001210000 
 64.0000000000 , 0.0001160000 
 65.0000000000 , 0.0001110000 
 66.0000000000 , 0.0001070000 
 67.0000000000 , 0.0001030000 
 68.0000000000 , 0.0001010000 
 69.0000000000 , 0.0000993000 
 70.0000000000 , 0.0000948000 
 71.0000000000 , 0.0000905000 
 72.0000000000 , 0.0000859000 
 73.0000000000 , 0.0000823000 
 74.0000000000 , 0.0000789000 
 75.0000000000 , 0.0000748000 
 76.0000000000 , 0.0000715000 
 77.0000000000 , 0.0000671000 
 78.0000000000 , 0.0000640000 
 79.0000000000 , 0.0000615000 
 80.0000000000 , 0.0000597000 
 81.0000000000 , 0.0000575000 
 82.0000000000 , 0.0000551000 
 83.0000000000 , 0.0000516000 
 84.0000000000 , 0.0000482000 
 85.0000000000 , 0.0000452000 
 86.0000000000 , 0.0000425000 
 87.0000000000 , 0.0000402000 
 88.0000000000 , 0.0000384000 
 89.0000000000 , 0.0000368000 
 90.0000000000 , 0.0000345000 
 91.0000000000 , 0.0000330000 
 92.0000000000 , 0.0000317000 
 93.0000000000 , 0.0000307000 
 94.0000000000 , 0.0000297000 
 95.0000000000 , 0.0000293000 
 96.0000000000 , 0.0000291000 
 97.0000000000 , 0.0000290000 
 98.0000000000 , 0.0000289000 
 99.0000000000 , 0.0000291000 
 100.0000000000 , 0.0000293000 
 101.0000000000 , 0.0000296000 
 102.0000000000 , 0.0000298000 
 103.0000000000 , 0.0000300000 
 104.0000000000 , 0.0000303000 
 105.0000000000 , 0.0000305000 
 106.0000000000 , 0.0000308000 
 107.0000000000 , 0.0000306000 
 108.0000000000 , 0.0000303000 
 109.0000000000 , 0.0000298000 
 110.0000000000 , 0.0000289000 
 111.0000000000 , 0.0000282000 
 112.0000000000 , 0.0000271000 
 113.0000000000 , 0.0000261000 
 114.0000000000 , 0.0000251000 
 115.0000000000 , 0.0000242000 
 116.0000000000 , 0.0000232000 
 117.0000000000 , 0.0000224000 
 118.0000000000 , 0.0000208000 
 119.0000000000 , 0.0000200000 
